connections,foreign_conns,foreign_conns2,ccf,conns_new,time,ccf_old,account_age,agegroup,browserID,days,usage1,usage2,usage3,usage4,usage5,target
4,1,1,0.5,2,10,0,21,1,0,4,0.333333,0.333333,18,0.184331,0.295398,2.60841
7,6,7,0.238095,2,15,0.3,20,0,0,29,0.96,0.92,19.6667,0.843705,0.632956,8.96532
2,0,0,1,0,18,1,19,0,9,1,0,0,1.5,0,0,5
4,2,4,0.833333,0,18,0.833333,21,1,9,13,0,0.111111,7.5,0,0.111111,0
1,0,1,0,0,19,0,19,0,9,3,1,0,3,1,0,10
3,1,1,0,2,10,0,19,0,9,25,0,0.0833333,22.1667,0,0.0288889,0.419658
1,1,1,0,0,20,0,20,0,9,1,0.5,0,3.33333,0.503571,0,5.03571
9,8,8,0.527778,1,15,0.535714,20,0,0,20,0.277778,0.833333,16,0.324743,0.374846,4.66443
36,12,33,0.330159,16,10,0.407895,20,1,9,20,0,0.95,12.5,0,0.903187,0
7,0,4,0.047619,0,15,0.047619,17,0,0,15,0.3125,0,14.1667,0.258929,0.00952381,4.77976
3,0,0,0.666667,0,15,0.666667,21,3,0,1,0,0,1.8,0.333333,0.0833333,3.33333
4,2,3,0,1,10,0,18,0,0,15,0.272727,0.181818,5.5,0.234848,0.301407,3.84199
4,0,4,0.166667,0,17,0.166667,21,0,9,14,0.428571,0.285714,7,0.253968,0.0952381,4.12698
6,1,5,0.0666667,1,16,0.1,21,0,0,27,0,0,26.3333,0,0.0977465,0.905797
1,0,1,0,0,21,0,21,0,9,7,0.333333,0.5,15.6667,0.294444,0.538889,3.11111
3,0,2,0,1,13,0,20,0,0,3,0.333333,0.333333,3.5,0.308333,0.0833333,3.58333
2,0,1,1,0,19,1,20,0,9,23,0,0,20.3333,0.0277778,0,1.38889
3,0,0,0,3,4,0,20,2,0,30,0,0.774194,21.8333,0,0.181003,1.86571
11,9,11,0.109091,7,8,0.25,21,0,9,10,0.555556,0.555556,23.6667,0.379119,0.420372,4.17246
5,1,5,0,0,18,0,20,2,3,10,0,0,19,0,0.285298,0.321429
5,2,4,0.4,1,16,0.5,21,0,10021,1,0,1,4,0,0.515,0.45
42,1,42,0.0232288,1,18,0.0237805,20,2,10021,11,0.111111,0.666667,22.3333,0.0185185,0.25218,1.01852
3,0,1,0,0,17,0,20,1,0,23,0,0.0909091,25.1667,0,0.0749467,1.55736
10,0,4,0.0888889,3,11,0.0952381,19,1,9,16,0.04,0,8.16667,0.049596,0.132155,1.36162
2,2,2,0,0,17,0,20,2,9,1,0,0,2.66667,0,0,2.5
13,8,12,0.115385,2,15,0.2,20,0,0,30,0,0.466667,28,0.212696,0.740434,3.06382
1,1,1,0,0,19,0,21,1,9,1,1,1,2.5,0.733333,0.866667,7.33333
18,6,10,0.0522876,4,14,0.0659341,21,0,0,5,0.1,0.05,10.3333,0.188878,0.0935631,2.00783
4,4,4,0.5,1,12,1,18,2,9,20,0.222222,0.555556,10.5,0.250992,0.325992,3.06548
1,1,1,0,0,21,0,21,0,9,5,0,0.2,7.5,0.0714286,0.314286,0.714286
1,0,1,0,0,21,0,21,0,9,1,0,1,2,0.0833333,0.583333,1.38889
1,0,1,0,0,18,0,19,0,9,3,0,0,4,0,0.2,1
3,3,3,0,0,17,0,20,2,9,3,0.333333,0.666667,10.5,0.3,0.733333,3
1,0,1,0,0,19,0,20,0,9,2,0,1,2,0,1,5
2,0,0,1,0,19,1,21,0,9,6,0,0,8.66667,0,0.037037,0.555556
3,0,0,0.333333,1,11,1,18,1,0,30,0,0,24.8333,0,0.21746,1.05556
1,0,1,0,0,16,0,21,0,9,1,0,0,2.66667,0.2,0.2,2
4,0,4,0,0,20,0,21,1,9,14,0.538462,0.769231,9.66667,0.779487,0.889744,8.05128
2,1,2,0,0,18,0,21,0,9,2,0,0,6,0,0.0625,8.125
1,1,1,0,0,20,0,21,0,9,6,0.333333,0,6,0.333333,0,6.66667
5,1,5,0.2,2,13,0,21,0,10021,9,0.142857,0.142857,12,0.24623,0.243452,3.14683
11,1,2,0.363636,10,6,0,21,1,0,31,0,0.233333,24.75,0,0.275,1.91667
1,0,0,0,0,20,0,20,2,9,2,0,1,2,0,1,10
2,1,2,0,1,12,0,20,2,9,25,0.666667,0,23.8333,0.193651,0.0111111,2.39683
7,4,4,0.238095,4,10,0.333333,21,3,0,22,0.863636,0.0909091,18.5,0.623073,0.0385665,6.36407
16,1,16,0.0583333,8,11,0,21,1,9,13,0.25,0.5,22.3333,0.3125,0.347222,3.54167
1,0,0,0,0,20,0,20,0,9,5,0,0.25,5,0,0.25,2.5
11,7,10,0.0363636,3,12,0.0714286,20,2,0,5,0.75,0,10.3333,0.575631,0.157955,6.9899
43,5,43,0.0841639,6,12,0.0885886,20,1,0,24,0.333333,0.833333,21.6667,0.216165,0.870068,6.38765
10,7,7,0.155556,1,14,0.194444,19,0,9,15,0,0,16.8333,0,0.182567,2.17178
6,0,5,0,1,12,0,19,0,0,7,0,0,8.33333,0.247685,0.377315,2.47685
1,0,0,0,0,20,0,20,0,9,9,0,0,14.5,0.0555556,0.0277778,0.555556
5,0,3,0.6,0,18,0.6,19,1,0,20,0,0.142857,14.8333,0.037037,0.189728,2.32575
4,0,1,0.333333,0,14,0.333333,19,1,0,31,0,1,26.3333,0,0.922052,0.982405
2,0,2,1,0,21,1,21,0,9,1,0.25,0.25,1,0.25,0.25,2.5
14,0,13,0.230769,4,13,0.222222,21,0,9,3,0.333333,1,12.8333,0.254577,0.550457,3.35088
3,0,2,0,1,12,0,21,0,9,7,1,0.166667,3.33333,0.583333,0.361111,5.83333
1,0,0,0,0,19,0,20,0,9,2,0,0,13,0.0444444,0.0603175,0.444444
7,3,7,0.238095,0,14,0.238095,20,2,0,2,0,0.35,3,0,0.206484,0.566176
6,0,6,0,1,14,0,20,1,0,9,0.142857,0.857143,19.5,0.0238095,0.858135,7.04212
6,0,6,0.133333,1,13,0.2,21,1,0,19,0.346154,0.384615,15.1667,0.0646368,0.424536,2.54978
1,0,1,0,0,14,0,21,0,0,3,0,1,11,0,0.458333,5.41667
4,0,4,0,0,17,0,20,1,9,2,0,0,6.4,0.364242,0.300606,6.30909
2,0,0,1,0,17,1,18,1,9,8,0,0.428571,8,0,0.642857,1.42857
2,0,0,0,1,9,0,21,3,9,12,0.416667,0,12.3333,0.248392,0,2.90058
16,9,10,0.141667,4,13,0.151515,21,2,0,27,0,0.0384615,16,0.189755,0.279859,3.4571
1,1,1,0,0,17,0,17,0,9,1,0,1,11,0,0.962963,4.93827
1,0,1,0,0,20,0,20,0,9,3,0,0,3,0,0,5
3,0,3,0.666667,0,18,0.666667,20,0,9,29,0.0344828,0.103448,21.8333,0.23442,0.282079,2.64785
2,2,2,0,0,15,0,20,1,0,2,0.5,0,1.4,0.625,0.5,6.25
3,0,3,0.666667,0,20,0.666667,20,1,9,4,0,0.666667,4,0,0.666667,6.66667
3,0,3,0,1,15,0,20,2,0,8,0,0,9.6,0,0.0166667,0.305556
3,0,3,0,1,14,0,21,1,9,26,0.28,0.32,19.5,0.0466667,0.141091,0.955556
5,0,2,0,0,15,0,18,0,9,3,0,0.666667,2.8,0,0.413333,0
1,1,1,0,0,11,0,17,2,9,12,0,0.235294,16.6667,0.00689655,0.314921,0.217931
1,0,0,0,0,17,0,17,2,9,2,0,0,3.8,0,0.225,0
4,0,4,0,2,10,0,19,0,3,5,0.375,0.375,4.83333,0.193452,0.296627,1.93452
2,0,1,1,0,11,1,20,3,0,17,0,0,16.5,0.0234848,0,0.234848
2,0,2,1,0,19,1,20,0,0,19,0.0526316,0,19.5,0.0338137,0,0.961153
3,0,1,1,0,16,1,21,0,9,17,0,0.153846,13.5,0,0.153846,0.769231
1,0,1,0,0,18,0,19,0,9,8,0,0.142857,8,0,0.142857,0
4,0,2,0.666667,0,20,0.666667,21,0,20710,2,1,0,11.4,0.282609,0.205942,3.65942
22,5,21,0.0822511,3,11,0.0701754,20,0,9,13,0.263158,0.947368,15.6,0.217674,0.809046,7.02867
7,6,7,0.380952,2,10,0.5,21,0,0,31,0.83871,0.129032,19.3333,0.722646,0.0348974,7.74259
3,3,3,0.333333,0,17,0.333333,21,0,9,22,0.526316,0.157895,18,0.641281,0.411018,6.75173
1,0,1,0,0,19,0,19,0,0,26,0,0,21,0,0.0423362,1.33048
2,0,2,0,0,20,0,21,0,0,11,0,0,19.5,0,0.0503104,0.0574713
1,0,0,0,0,21,0,21,0,9,1,0,0.5,1,0,0.5,5
1,0,0,0,0,18,0,18,0,9,1,0,0,1.5,0,0.5,0
7,0,6,0.52381,0,18,0.52381,19,0,9,7,0,0.666667,9,0,0.733333,0
5,0,1,0.8,0,20,0.8,21,0,9,15,0,0,15,0,0,0
2,2,2,1,1,13,0,19,0,0,24,0,0.5,21.3333,0.0230769,0.242685,2.14657
2,0,2,0,1,8,0,17,0,9,29,0.413793,0,22.6667,0.146235,0,1.66924
2,0,2,0,0,19,0,21,0,9,4,0,0.285714,2.8,0,0.164286,2.14286
2,2,2,0,0,16,0,20,0,10021,3,0,0,9.33333,0,0,2.08995
5,0,4,0,2,13,0,20,0,0,5,0,0.4,7.5,0.025,0.665,2.66667
3,2,3,0,1,9,0,17,1,9,1,0.0526316,0.631579,2.6,0.138158,0.560673,1.59897
1,0,0,0,0,20,0,20,0,9,5,0,0,4.2,0,0.08,0.8
2,0,2,0,0,21,0,21,0,9,3,0,0,3,0,0,5
3,2,2,0.333333,0,20,0.333333,21,1,9,6,0,0,6,0,0,2
2,1,1,0,0,13,0,18,0,0,1,0,1,3.75,0.225,0.741667,2.25
7,1,2,0.142857,0,19,0.142857,20,1,9,31,0.0666667,0,27.6667,0.0962233,0.0555556,1.15654
11,3,10,0.0727273,6,11,0.4,20,1,2,23,0.0454545,0.0909091,22.8333,0.0275758,0.14484,1.77638
4,1,4,0.666667,0,19,0.666667,20,0,9,2,1,0,4.83333,0.722727,0.0181818,7.59091
1,0,1,0,0,21,0,21,0,9,7,0,0,5.5,0.0714286,0.0714286,0.714286
4,1,4,0,4,6,0,17,1,9,7,0.25,0.25,6.66667,0.125,0.125,1.25
5,0,5,0.45,1,13,0.5,21,0,3,25,0.285714,0.142857,16.3333,0.047619,0.110615,2.67758
8,0,6,0.25,3,10,0.4,20,0,9,31,0.133333,0.766667,19.8333,0.335356,0.580616,3.45773
4,3,4,0.5,3,8,0,21,2,0,23,0.631579,0.473684,12.5,0.282895,0.218421,6.76809
3,0,2,0.333333,0,20,0.333333,21,1,9,2,1,1,2,1,1,10
5,4,4,0.1,1,12,0.166667,20,0,0,2,0.25,0.5,6.33333,0.28953,0.275641,3.84615
17,3,12,0.00735294,0,20,0.00735294,21,2,9,5,0,0.5,5,0,0.5,2.5
6,1,6,0.266667,2,12,0.333333,17,0,9,5,0.333333,0.333333,6.5,0.583333,0.611111,5.83333
3,0,2,0,1,14,0,20,1,9,31,0,0,26.6667,0.072872,0.0175439,1.01527
2,2,2,1,1,14,0,21,2,9,3,0.142857,0.142857,10,0.0892857,0.047619,0.892857
1,1,1,0,0,20,0,21,1,9,9,0,0,9,0,0,1.25
1,0,0,0,1,1,0,19,0,0,12,0,0,7.33333,0.19697,0.213636,1.9697
3,1,3,1,0,16,1,21,1,9,3,0,1,6.5,0,0.95,0
5,4,5,0.2,2,11,0.333333,20,0,0,17,0.125,0.0625,16.8,0.0638199,0.0354814,0.937112
8,1,5,0.142857,0,14,0.142857,20,1,9,3,0,1,5.83333,0,0.699134,0.627706
21,2,20,0.0285714,5,14,0.00833333,20,1,9,22,0.272727,0.727273,21.3333,0.291994,0.685042,2.91994
1,1,1,0,0,18,0,18,1,9,3,0,0,5.5,0.0714286,0.0714286,0.714286
1,0,0,0,0,16,0,17,2,9,28,0.346154,0.5,19.3333,0.504274,0.240741,5.04274
1,0,1,0,0,20,0,20,0,9,4,0,0,3.5,0.25,0.25,2.5
8,3,8,0.178571,2,14,0.2,20,0,0,23,0.923077,0.230769,17.6667,0.741401,0.0967366,8.08353
2,0,2,0,0,20,0,20,0,9,1,0,0.0666667,1,0,0.260606,0
57,1,39,0.0501253,0,19,0.0457393,20,1,0,7,0,0.166667,7,0,0.166667,1.66667
1,0,1,0,0,21,0,21,0,0,22,0.047619,0,22.3333,0.0438339,0.0166667,0.438339
2,0,2,0,0,18,0,21,1,9,6,0.5,0.333333,4.5,0.75,0.666667,7.5
2,0,1,1,0,20,1,20,0,9,2,0,0,2,0.5,0,5
2,0,2,1,0,15,1,18,0,9,1,0,0,4.33333,0,0,3.75
1,0,1,0,0,20,0,20,3,0,23,0,0,24,0.0463492,0.00793651,0.463492
2,0,2,1,0,20,1,20,0,0,29,0,1,27.5,0,0.909091,0.166667
1,1,1,0,0,20,0,20,0,9,2,0,0.4,6,0.0357143,0.628571,1.78571
10,2,9,0.333333,0,16,0.311111,19,0,0,28,0.15,0.4,23.3333,0.200245,0.286724,2.14751
3,1,2,0.333333,0,19,0.333333,21,3,9,9,0.25,0.25,5.5,0.125,0.125,1.25
11,10,11,0.218182,1,10,0.277778,20,0,9,8,0,1,9,0,0.916667,0.94697
1,1,1,0,1,4,0,21,0,9,31,0,0,25.8333,0,0.0442652,0.175986
1,1,1,0,0,13,0,20,0,9,3,0,0,2.66667,0,0,0
1,0,1,0,0,21,0,21,0,9,24,0.136364,0.0909091,24,0.136364,0.0909091,1.81818
2,2,2,0,0,19,0,21,0,9,2,1,0,3.33333,0.611111,0.361111,6.94444
17,0,1,0.301471,1,15,0.341667,20,1,9,9,0,0.625,12.2,0.0352941,0.713235,0.945336
16,1,7,0.158333,2,13,0.164835,21,0,3,10,0.6,0.7,10,0.368759,0.634704,3.85426
2,0,1,1,1,9,0,17,1,9,3,0.125,0.125,2.83333,0.0208333,0.0511364,0.208333
11,2,10,0.0181818,0,17,0.0181818,20,1,9,1,0,1,10.75,0.0681818,0.825,0.848485
41,4,31,0.0097561,0,18,0.0097561,20,1,9,2,0,1,12.6667,0,1,0.589744
3,1,3,0.333333,1,11,1,20,3,0,26,0.125,0.0416667,19,0.255578,0.220392,2.74096
1,0,1,0,0,20,0,21,2,9,30,0,0,29.4,0,0.008,0.08
6,5,6,0.2,0,17,0.2,20,0,9,28,0.88,0.2,25.1667,0.763299,0.193357,7.82585
1,1,1,0,0,19,0,19,2,9,4,0.333333,0,4,0.333333,0,3.33333
3,0,3,0.333333,2,10,0,21,1,0,30,0,0,14,0.0178571,0.295635,0.456349
2,1,1,0,0,20,0,21,0,9,6,0,0.25,6,0,0.25,0
1,0,0,0,0,20,0,20,0,9,3,0.333333,1,4,0.541667,0.875,5.41667
5,2,4,0.2,1,17,0.333333,21,0,9,2,0,0.5,5.75,0.25,0.38125,2.5
1,0,1,0,1,0,0,19,0,0,27,0.333333,0.541667,20,0.190598,0.326709,2.18376
3,1,2,1,1,13,1,21,3,0,6,0.8,0,5.2,0.540909,0,5.40909
6,1,6,0.133333,0,14,0.133333,18,0,0,27,0,0.25,20.6667,0.0396977,0.386113,0.699839
8,3,8,0.5,0,14,0.446429,20,0,0,2,0.5,0,13.3333,0.1875,0.0541667,1.875
3,2,3,0,1,12,0,21,2,0,27,0.357143,0,14.6,0.318452,0.0277778,4.26339
9,0,9,0.361111,8,6,0,20,0,9,7,0,0.166667,5,0.0740741,0.0555556,2.77778
9,7,9,0.138889,3,8,0.0666667,20,1,3,21,0.285714,0.142857,13.8333,0.493074,0.353102,5.22872
1,0,1,0,1,7,0,20,1,0,18,0,0.4375,11.75,0,0.664352,0.444444
1,1,1,0,0,21,0,21,0,9,4,1,0,4,1,0,10
14,0,9,0.0659341,6,11,0.107143,19,1,0,2,0,0.5,7.16667,0.228788,0.34697,2.45455
5,0,5,0.2,0,18,0.2,20,2,9,1,0,0,11.3333,0.136501,0.19457,1.36501
7,2,6,0.0952381,1,15,0.133333,19,2,0,27,0,0,20.3333,0.159244,0.40809,1.72065
2,2,2,0,0,17,0,18,2,9,5,0.333333,0.555556,4.5,0.416667,0.277778,5.41667
1,0,0,0,0,19,0,20,1,9,5,0,0,5,0,0,2.5
3,0,0,0.333333,0,19,0.333333,20,1,9,5,0,0.75,5,0,0.75,5
2,0,2,1,0,18,1,19,2,9,6,0.8,0,9,0.854545,0.0454545,9.54545
3,0,3,0.333333,0,19,0.333333,21,2,9,5,0,0.5,9.4,0.024,0.353755,1.41333
3,0,3,0.333333,1,14,0,20,2,9,2,1,0,7.83333,0.599324,0.249596,8.05688
2,1,2,0,2,2,0,21,1,0,4,0,0.5,4,0,0.75,2.5
4,0,2,0.833333,0,19,0.833333,20,2,3,17,0,0,19.3333,0.143904,0.0416667,1.64738
21,0,20,0.0142857,0,19,0.0142857,21,1,9,22,0.047619,0.0952381,20,0.0550595,0.047619,1.41369
1,0,1,0,0,13,0,19,0,0,22,0.380952,0.142857,16.3333,0.239183,0.0418871,3.17443
3,0,3,0.666667,0,16,0.666667,20,2,9,1,0,0,3.33333,0.155,0.195,4.35
2,0,0,1,0,18,1,18,2,9,25,0.04,0.84,21.8333,0.199509,0.640427,5.33654
8,3,6,0.0357143,0,14,0,21,0,0,3,0,0.333333,7.66667,0.0151515,0.329251,1.26242
7,0,4,0.0952381,1,10,0.133333,18,1,9,3,1,1,3.83333,0.669091,0.687273,6.69091
4,0,4,0.666667,0,19,0.666667,19,0,0,3,0,0,7.83333,0.0138889,0,0.262346
4,0,4,1,0,21,1,21,2,9,3,0,0,6.5,0,0.0555556,0.555556
2,0,2,0,0,19,0,21,2,0,26,0,0,18,0.0453517,0.0173797,0.778829
1,0,1,0,0,19,0,20,3,9,2,0,0,5.66667,0.0763889,0.0555556,6.95437
18,1,18,0.137255,2,16,0.15,21,0,3,24,0.611111,0.444444,17.5,0.600443,0.456565,6.212
11,0,11,0.109091,3,12,0.142857,20,0,0,22,0,0.65,14.5,0,0.856296,2.29444
5,0,4,0.1,1,15,0,20,0,9,1,0,0,2,0.333333,0.583333,3.33333
14,1,5,0.0769231,2,16,0.106061,20,2,0,23,0.111111,0.444444,20.1667,0.0580484,0.470471,5.86445
1,0,1,0,0,18,0,18,1,9,2,0,0.5,2.5,0,0.5,1.11111
2,0,2,1,0,16,1,20,1,9,6,0,0.6,12,0,0.594949,1.6431
2,0,1,0,2,6,0,17,1,0,5,0,0,6.83333,0.340909,0.446338,3.40909
1,0,1,0,0,21,0,21,0,9,10,0,0.666667,10,0,0.666667,5.55556
4,0,4,0.666667,0,14,0.666667,20,1,0,1,0,0,2.2,0.333333,0.583333,3.33333
18,1,14,0.00653595,6,12,0,21,1,9,7,0.142857,0.285714,5.25,0.244048,0.488095,2.44048
6,0,6,0.466667,0,18,0.466667,21,3,9,14,0.217391,0.0434783,26.5,0.133229,0.113971,2.10044
7,0,7,0,0,12,0,19,1,9,7,0,0,23.3333,0,0.39179,0.16129
3,2,3,0.666667,0,20,0.666667,21,0,9,2,0,0,2,0,0,0
1,0,1,0,0,18,0,18,0,9,20,0,0,15,0,0.0555556,0.555556
5,2,5,0,1,13,0,20,3,9,31,0.259259,0.0740741,23,0.399707,0.385064,4.82399
11,0,0,1,0,20,1,20,0,9,15,0,0,19.8333,0,0,0.119048
6,5,5,0,0,17,0,21,2,9,14,0,0.272727,21,0,0.158103,0
3,0,2,1,0,20,1,20,3,9,2,0,0,3.5,0.333333,0.333333,5.83333
1,0,1,0,0,19,0,19,2,9,5,0,0,4,0.25,0,2.5
12,2,7,0.0757576,2,15,0.0888889,18,1,10021,8,0,0.666667,8.6,0,0.727619,1.97143
4,0,2,0.5,0,17,0.5,20,1,0,2,0,0,11.5,0,0.417128,0
9,0,4,0.0555556,6,9,0,21,0,9,8,0,0.333333,10.4,0.0988889,0.345497,1.09415
1,1,1,0,0,21,0,21,1,9,9,0,0,12.5,0,0,0.0833333
9,0,3,0.694444,1,15,0.857143,18,1,9,1,0,0,11.75,0,0.1375,1.375
19,19,19,0.0438596,12,7,0.047619,20,0,3,5,0.166667,0.166667,6.66667,0.26,0.493889,2.6
3,1,1,0,0,13,0,19,1,0,3,0,1,4.6,0,0.666667,1
3,0,3,0.333333,1,11,0,21,0,0,1,0,1,14.25,0.0288462,0.538462,0.288462
4,2,3,0,0,17,0,20,0,9,2,0.5,0,15.5,0.345833,0.0916667,5.25
1,0,1,0,0,18,0,21,0,9,2,0,0,2,0,0,0
4,0,4,1,0,16,1,18,0,0,4,0.75,0,11.2,0.775303,0.00833333,8.11667
1,0,0,0,0,19,0,21,0,9,3,0,0,9,0.0769231,0,1.53846
20,0,19,0.0315789,10,10,0.0555556,21,0,0,20,0.263158,0.684211,14,0.121951,0.498893,1.32367
5,3,5,0.6,0,16,0.55,20,0,9,9,0.111111,0,9.16667,0.131457,0.0782164,1.31457
4,0,2,0,0,13,0,19,1,9,11,0.0909091,0.272727,14.5,0.134992,0.151904,1.42568
4,2,3,0,2,9,0,18,0,0,12,0,0.0909091,5.33333,0,0.0181818,3.71429
2,2,2,1,0,19,1,19,0,9,12,0.0833333,0.583333,5.66667,0.0416667,0.291667,1.25
2,2,2,0,1,14,0,21,0,9,13,0.230769,0.384615,9.66667,0.326923,0.294872,3.6859
1,0,0,0,0,21,0,21,0,9,2,0,0,2,0,0,0
2,0,2,0.5,2,0,0,20,0,9,30,0,0,28,0.00574713,0,0.0574713
5,2,5,0.4,0,15,0.3,20,3,0,19,0,0.230769,14.8333,0,0.352501,0.2941
2,0,2,1,0,17,1,19,0,0,6,0,0,16,0,0.135354,0.747475
1,1,1,0,0,21,0,21,1,9,5,1,0.75,15.8333,0.17284,0.165123,1.79012
2,1,2,0,0,12,0,19,0,9,1,0,0,3.33333,0,0.333333,0
2,0,2,1,0,20,0.5,21,2,0,27,0.363636,0,14.6667,0.142727,0,1.42727
2,0,0,0,0,15,0,19,1,9,1,0,0,6.75,0,0.35,0.333333
16,9,11,0.183333,5,10,0.381818,20,0,9,21,0.227273,0.818182,20,0.380471,0.841721,8.53956
1,0,0,0,0,21,0,21,2,0,6,0.961538,0,16.8333,0.710579,0.0607301,7.99062
18,0,18,0.0392157,4,10,0.032967,19,1,0,23,0.318182,0.590909,13.3333,0.456335,0.587388,4.65426
2,1,2,0,1,10,0,20,0,9,23,0,0,23.8333,0,0.0430242,0.263158
1,1,1,0,0,21,0,21,2,0,2,0,0.545455,2.5,0,0.298864,4.14529
5,1,4,0.1,0,20,0.1,21,2,9,2,1,0,7.5,0.383333,0.0805556,4.36111
1,1,1,0,0,21,0,21,1,9,8,0.714286,0,8,0.714286,0,8.57143
3,1,3,0.333333,0,17,0.333333,21,0,0,6,0,0,12.3333,0.135752,0.550133,2.52933
9,9,9,0.0277778,0,17,0.0277778,20,2,9,2,0,0.75,11.3333,0,0.671818,1.1
6,0,5,0.333333,1,15,0.3,19,2,9,1,0,0,1.5,0,0.25,2.5
2,0,2,1,0,19,1,19,0,9,4,0,0,4,0,0,0
5,2,2,0.1,0,15,0.1,18,0,9,10,0.25,0.5,6,0.25,0.5,2.5
2,0,2,1,0,21,1,21,0,9,5,0,0,17.5,0.0640959,0.389036,3.43901
1,1,1,0,0,19,0,19,0,9,3,0.333333,0.333333,2.5,0.333333,0.333333,3.33333
2,1,2,0,0,18,0,18,0,0,6,0,0,5.8,0.0666667,0.418182,4.54545
2,0,2,0,0,14,0,19,0,9,3,0,0,11.5,0.0178571,0.0416667,0.297619
7,3,7,0.333333,2,13,0.7,20,0,9,10,0.0909091,0.0909091,18.1667,0.0458765,0.0616885,0.698082
1,0,0,0,0,17,0,17,0,0,30,0,0.0666667,17,0,0.184085,2.83749
3,0,3,0.666667,1,13,1,19,0,9,5,0,0.6,6.6,0,0.12,2.5
2,0,2,0,0,19,0,20,2,9,8,0.625,0.125,8,0.625,0.125,7.5
4,0,3,1,1,17,1,20,3,9,1,0,1,4,0.0714286,0.25,4.40476
7,3,5,0,1,14,0,21,0,9,3,0,0.666667,6,0.0166667,0.541667,0.166667
2,1,2,0,0,15,0,21,2,9,8,0.833333,0.833333,8.66667,0.277778,0.277778,2.77778
1,1,1,0,0,21,0,21,2,9,9,0.545455,0.272727,11.3333,0.340569,0.0629984,3.40569
1,1,1,0,0,21,0,21,0,9,3,0,0,7.2,0,0.161905,0.952381
6,1,6,0.0666667,1,11,0.1,19,0,0,14,0.0833333,0.75,17.5,0.204651,0.419061,4.16603
4,1,2,0,0,17,0,20,3,0,30,0,0,19,0,0.206663,0.669332
3,0,0,1,0,18,1,20,0,0,26,0.384615,0,19.3333,0.287088,0.0297619,3.23801
5,4,4,0,0,16,0,20,2,9,2,0,0,5.8,0.385417,0.357639,3.85417
3,0,2,0.333333,0,21,0.333333,21,2,9,5,0.2,0.2,5,0.2,0.2,4
2,0,1,1,0,19,1,20,3,9,3,1,0,4.83333,0.344444,0.0555556,3.44444
1,1,1,0,0,21,0,21,0,9,1,1,0,1,1,0,10
2,0,2,0,1,12,0,20,2,9,2,0,0.333333,4.2,0.0571429,0.314286,3.96429
1,1,1,0,0,19,0,20,0,9,4,0.5,0,7.66667,0.545455,0.141414,5.45455
1,0,1,0,0,21,0,21,0,9,6,1,1,6,1,1,10
5,3,5,0.3,4,8,0,17,0,9,6,0.75,0.333333,12.2,0.240909,0.0848485,2.40909
2,0,2,0,0,11,0,20,0,0,3,0,0,12.8,0.344314,0.300784,3.44314
1,0,1,0,0,19,0,20,2,10021,3,1,0,5,0.5,0,5
5,1,3,0.3,0,16,0.3,18,1,0,18,0,0.0625,19.1667,0,0.307664,2.08347
1,0,1,0,0,20,0,20,2,9,1,0,0,15.5,0,0.201067,0
2,0,2,0,0,15,0,20,1,9,12,0,0,8.4,0.0952381,0.0285714,0.952381
4,0,3,0.166667,0,17,0.166667,21,0,0,24,0.111111,0.333333,19.6667,0.0462963,0.328704,0.87963
4,0,3,1,0,19,1,20,2,0,8,0,0,21.5,0,0.122539,2.4841
2,0,2,0,1,6,0,21,2,9,2,0,0,3.33333,0.333333,0.333333,5
4,0,4,0.166667,0,15,0.166667,18,0,0,23,0.173913,0.913043,21.1667,0.126825,0.450983,1.83659
9,1,8,0.916667,0,19,0.902778,19,2,9,10,0.111111,1,9.66667,0.037037,0.962963,2.69841
1,0,0,0,0,16,0,18,3,9,22,0,0.0454545,25.3333,0,0.0575758,5.33277
2,0,2,0,0,18,0,19,1,0,8,0,0.166667,8,0,0.416667,1.11111
4,0,4,0.666667,0,21,0.666667,21,0,10043,28,0,0.0416667,23.6667,0,0.045406,0.0694444
9,9,9,0.972222,0,17,0.972222,19,0,9,2,0,1,2,0,1,0
3,2,2,0.333333,0,16,0.333333,20,0,9,9,1,0.1,13.6667,1,0.02,10
7,0,7,0.190476,0,15,0.190476,21,0,9,2,0,0,3.33333,0.0333333,0.0333333,5.05556
11,2,9,0.0545455,0,15,0.0363636,20,2,9,8,0,0.1,10,0.154449,0.0401629,1.91353
8,3,5,0.0714286,1,12,0.0952381,19,0,0,8,0.142857,0.714286,7.5,0.105754,0.531548,7.06746
4,0,4,0.75,0,19,0.583333,20,0,0,31,0.233333,0,23,0.10862,0.0159259,1.31212
2,2,2,1,0,17,1,19,1,0,2,0.5,0.5,2.5,0.5,0.5,7.5
1,0,0,0,0,17,0,17,1,9,5,0,0,3,0.166667,0.166667,1.66667
1,1,1,0,0,21,0,21,0,0,4,0.2,0,10.6667,0.0843131,0.0238095,2.4629
4,0,4,0.5,0,20,0.5,21,2,9,28,0,0,23.6667,0.0166667,0.0695261,0.222222
3,0,3,1,0,18,1,20,0,9,2,0,0,5.66667,0,0.0289855,1.11111
5,4,5,0.2,0,18,0.2,19,0,10021,27,0,0.642857,18.8333,0,0.455794,3.06764
1,0,1,0,0,18,0,18,1,9,13,0,0,10.5,0,0.0625,0.625
9,2,9,0.0555556,1,14,0.0714286,20,0,0,25,0.1,0,23.6667,0.390991,0.111702,4.4308
